time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,
5.405,0,0,0,0,0,0,
5.41,0,0,0,0,0,0,
5.415,0,0,0,0,0,0,
5.42,0,0,0,0,0,0,
5.425,0,0,0,0,0,0,
5.43,0,0,0,0,0,0,
5.435,0,0,0,0,0,0,
5.44,0,0,0,0,0,0,
5.445,0,0,0,0,0,0,
5.45,0,0,0,0,0,0,
5.455,0,0,0,0,0,0,
5.46,0,0,0,0,0,0,
5.465,0,0,0,0,0,0,
5.47,0,0,0,0,0,0,
5.475,0,0,0,0,0,0,
5.48,0,0,0,0,0,0,
5.485,0,0,0,0,0,0,
5.49,0,0,0,0,0,0,
5.495,0,0,0,0,0,0,
5.5,0,0,0,0,0,0,
5.505,0,0,0,0,0,0,
5.51,0,0,0,0,0,0,
5.515,0,0,0,0,0,0,
5.52,0,0,0,0,0,0,
5.525,0,0,0,0,0,0,
5.53,0,0,0,0,0,0,
5.535,0,0,0,0,0,0,
5.54,0,0,0,0,0,0,
5.545,0,0,0,0,0,0,
5.55,0,0,0,0,0,0,
5.555,0,0,0,0,0,0,
5.56,0,0,0,0,0,0,
5.565,0,0,0,0,0,0,
5.57,0,0,0,0,0,0,
5.575,0,0,0,0,0,0,
5.58,0,0,0,0,0,0,
5.585,0,0,0,0,0,0,
5.59,0,0,0,0,0,0,
5.595,0,0,0,0,0,0,
5.6,0,0,0,0,0,0,
5.605,0,0,0,0,0,0,
5.61,0,0,0,0,0,0,
5.615,0,0,0,0,0,0,
5.62,0,0,0,0,0,0,
5.625,0,0,0,0,0,0,
5.63,0,0,0,0,0,0,
5.635,0,0,0,0,0,0,
5.64,0,0,0,0,0,0,
5.645,0,0,0,0,0,0,
5.65,0,0,0,0,0,0,
5.655,0,0,0,0,0,0,
5.66,0,0,0,0,0,0,
5.665,0,0,0,0,0,0,
5.67,0,0,0,0,0,0,
5.675,0,0,0,0,0,0,
5.68,0,0,0,0,0,0,
5.685,0,0,0,0,0,0,
5.69,0,0,0,0,0,0,
5.695,0,0,0,0,0,0,
5.7,0,0,0,0,0,0,
5.705,0,0,0,0,0,0,
5.71,0,0,0,0,0,0,
5.715,0,0,0,0,0,0,
5.72,0,0,0,0,0,0,
5.725,0,0,0,0,0,0,
5.73,0,0,0,0,0,0,
5.735,0,0,0,0,0,0,
5.74,0,0,0,0,0,0,
5.745,0,0,0,0,0,0,
5.75,0,0,0,0,0,0,
5.755,0,0,0,0,0,0,
5.76,0,0,0,0,0,0,
5.765,0,0,0,0,0,0,
5.77,0,0,0,0,0,0,
5.775,0,0,0,0,0,0,
5.78,0,0,0,0,0,0,
5.785,0,0,0,0,0,0,
5.79,0,0,0,0,0,0,
5.795,0,0,0,0,0,0,
5.8,0,0,0,0,0,0,
5.805,0,0,0,0,0,0,
5.81,0,0,0,0,0,0,
5.815,0,0,0,0,0,0,
5.82,0,0,0,0,0,0,
5.825,0,0,0,0,0,0,
5.83,0,0,0,0,0,0,
5.835,0,0,0,0,0,0,
5.84,0,0,0,0,0,0,
5.845,0,0,0,0,0,0,
5.85,0,0,0,0,0,0,
5.855,0,0,0,0,0,0,
5.86,0,0,0,0,0,0,
5.865,0,0,0,0,0,0,
5.87,0,0,0,0,0,0,
5.875,0,0,0,0,0,0,
5.88,0,0,0,0,0,0,
5.885,0,0,0,0,0,0,
5.89,0,0,0,0,0,0,
5.895,0,0,0,0,0,0,
5.9,0,0,0,0,0,0,
5.905,0,0,0,0,0,0,
5.91,0,0,0,0,0,0,
5.915,0,0,0,0,0,0,
5.92,0,0,0,0,0,0,
5.925,0,0,0,0,0,0,
5.93,0,0,0,0,0,0,
5.935,0,0,0,0,0,0,
5.94,0,0,0,0,0,0,
5.945,0,0,0,0,0,0,
5.95,0,0,0,0,0,0,
5.955,0,0,0,0,0,0,
5.96,0,0,0,0,0,0,
5.965,0,0,0,0,0,0,
