,body,name,location
0,femur_r,addbrev_r-P2,[-0.00250692771575742 -0.10859122619857654  0.01064085721078689]
1,femur_r,addlong_r-P2,[ 0.00637573748523443 -0.22373815707890882 -0.00049990126624087]
2,femur_r,addmagDist_r-P2,[ 0.00629250301240536 -0.2467919773286817   0.0046852172802716 ]
3,femur_r,addmagIsch_r-P2,[ 0.00215982524097155 -0.35395689670805036 -0.03945171029729109]
4,femur_r,addmagMid_r-P2,[ 0.00055993228007356 -0.15050079838707628  0.01283957673443791]
5,femur_r,addmagProx_r-P2,[-0.01156345873194317 -0.07266069179534529  0.02510896383345694]
6,femur_r,bfsh_r-P1,[ 0.00143917089353309 -0.19614044511528267  0.00715133751834696]
7,femur_r,gaslat_r-P1,[-0.00034812158013861 -0.35507827904314987  0.01743501014902589]
8,femur_r,gasmed_r-P1,[ 0.00319668719472069 -0.3531913197416593  -0.02833513166000566]
9,femur_r,glmax1_r-P3,[-0.03298414643862512 -0.02811717978919444  0.03761331055323794]
10,femur_r,glmax1_r-P4,[-0.0189614094944008  -0.05334593310033617  0.0470404977835835 ]
11,femur_r,glmax2_r-P3,[-0.03584171643608868 -0.05022703423320309  0.02835763727929854]
12,femur_r,glmax2_r-P4,[-0.0121535164526869  -0.09375819122958602  0.0328804112907965 ]
13,femur_r,glmax3_r-P3,[-0.02619585571649729 -0.09829050956705561  0.00126953701930048]
14,femur_r,glmax3_r-P4,[-0.00541916598833584 -0.13165240418285262  0.02738477168175455]
15,femur_r,glmed1_r-P2,[-0.01037714395457589 -0.01516926392909505  0.06167786572355249]
16,femur_r,glmed2_r-P2,[-0.01357535123877025 -0.00910609022347902  0.06077617068492607]
17,femur_r,glmed3_r-P2,[-0.01770341830304237 -0.00746633786812794  0.06131477443176225]
18,femur_r,glmin1_r-P2,[ 0.0013168251620953  -0.01550934140054915  0.05866529439408399]
19,femur_r,glmin2_r-P2,[-0.00058478543251578 -0.01527124733744387  0.0592774290373227 ]
20,femur_r,glmin3_r-P2,[-0.00368757346588633 -0.01287484177854728  0.05958015089294708]
21,femur_r,iliacus_r-P3,[-0.00162520699524053 -0.05238735298136803  0.00644215841940942]
22,femur_r,iliacus_r-P4,[-0.00951689508138828 -0.05826999270019598  0.01361888243162677]
23,femur_r,piri_r-P3,[-0.00582501154687251 -0.00711092584114294  0.04903080262636687]
24,femur_r,psoas_r-P3,[-0.01135320091756943 -0.04122232192887097  0.00093174865425731]
25,femur_r,psoas_r-P4,[-0.01955749876808733 -0.04562832763124143  0.00689999817700142]
26,femur_r,sart_r-P2,[-0.00685488900587821 -0.3235373637439967  -0.05069636561873631]
27,femur_r,tfl_r-P2,[ 0.02866620852621884 -0.10078409787456878  0.04223020580852945]
28,femur_r,tfl_r-P3,[ 0.00892805247705521 -0.3794310575538988   0.03117118665375931]
29,femur_r,vasint_r-P1,[ 0.02431057170742702 -0.18316292954816388  0.01008353892686169]
30,femur_r,vasint_r-P2,[ 0.02817461147087469 -0.19890865664935622  0.00725201599004986]
31,femur_r,vaslat_r-P1,[ 0.00259464129801832 -0.17305087877067032  0.01850417964149439]
32,femur_r,vaslat_r-P2,[ 0.02203490932537527 -0.24880088400616032  0.02446183091774091]
33,femur_r,vasmed_r-P1,[ 0.00946434255607108 -0.1959362997395993   0.00061769427549004]
34,femur_r,vasmed_r-P2,[ 0.02794727613645288 -0.2629128785175509  -0.01777118616328504]
