mtu,synergy1,synergy2,synergy3,synergy4,
addbrev_r,0.291301,0.34506,0.302226,0.291266,
addlong_r,0.291301,0.34506,0.302226,0.291266,
addmagDist_r,0.291301,0.34506,0.302226,0.291266,
addmagIsch_r,0.291301,0.34506,0.302226,0.291266,
addmagMid_r,0.291301,0.34506,0.302226,0.291266,
addmagProx_r,0.291301,0.34506,0.302226,0.291266,
bflh_r,0.17349,0.0380281,0.0661288,0.138351,
bfsh_r,0.17349,0.0380281,0.0661288,0.138351,
edl_r,0.00415918,0.152355,0.0956774,0.00163962,
ehl_r,0.00211358,0.15658,0.108559,0,
fdl_r,0.00783602,0.000527443,0.00753612,0.0798975,
fhl_r,0,0.0104045,0,0.0689701,
gaslat_r,0.0429346,0.0921576,0.0224059,0.0333554,
gasmed_r,0.0429346,0.0921576,0.0224059,0.0333554,
glmax1_r,0.097009,0.0525704,0.00993715,0.122191,
glmax2_r,0.0969749,0.0543658,0.00831855,0.121936,
glmax3_r,0.0964574,0.0533901,0.0117431,0.121672,
glmed1_r,0.0970453,0.0518641,0.0117149,0.122327,
glmed2_r,0.0968737,0.0532609,0.00967193,0.122021,
glmed3_r,0.0967384,0.0540399,0.00888862,0.121714,
glmin1_r,0.0968463,0.0532527,0.00974732,0.121881,
glmin2_r,0.0970079,0.0532155,0.00851536,0.122058,
glmin3_r,0.0968409,0.0537738,0.00854588,0.122036,
grac_r,0.291301,0.34506,0.302226,0.291266,
iliacus_r,0.0921613,0.00253446,0.429712,0.0803531,
perbrev_r,0.00669426,0.00492241,0.000934854,0.15288,
perlong_r,0.00838441,0.00838434,0,0.0705913,
piri_r,0,0,0,7.71678e-05,
psoas_r,0.0921612,0.00253479,0.429712,0.0803531,
recfem_r,0.0921613,0.00253446,0.429712,0.0803531,
sart_r,0.0921613,0.00253446,0.429712,0.0803531,
semimem_r,0.17349,0.0380281,0.0661288,0.138351,
semiten_r,0.17349,0.0380281,0.0661288,0.138351,
soleus_r,0.0429346,0.0921576,0.0224059,0.0333554,
tfl_r,0.0921613,0.00253446,0.429712,0.0803531,
tibant_r,0,0.237807,0.143673,0,
tibpost_r,0.00418072,0.0292886,0,0.0589224,
vasint_r,0.74942,0.0894809,0.380324,0.145465,
vaslat_r,0.74942,0.0894809,0.380324,0.145465,
vasmed_r,0.74942,0.0894809,0.380324,0.145465,
addbrev_l,0,0,0,0,
addlong_l,0,0,0,0,
addmagDist_l,0,0,0,0,
addmagIsch_l,0,0,0,0,
addmagMid_l,0,0,0,0,
addmagProx_l,0,0,0,0,
bflh_l,0,0,0,0,
bfsh_l,0,0,0,0,
edl_l,0,0.0403928,0.372591,0,
ehl_l,0,0.0375303,0.0801893,0,
fdl_l,0.0057247,0.000148854,0.00132013,0.247707,
fhl_l,0,0,0.00335716,0.231668,
gaslat_l,0,0,0,0,
gasmed_l,0,0,0,0,
glmax1_l,0,0,0,0,
glmax2_l,0,0,0,0,
glmax3_l,0,0,0,0,
glmed1_l,0,0,0,0,
glmed2_l,0,0,0,0,
glmed3_l,0,0,0,0,
glmin1_l,0,0,0,0,
glmin2_l,0,0,0,0,
glmin3_l,0,0,0,0,
grac_l,0,0,0,0,
iliacus_l,0,0,0,0,
perbrev_l,0,0,0,0.472985,
perlong_l,0,0.00104733,0,0.251187,
piri_l,0,0.000111027,0,0.00528771,
psoas_l,0,0,0,0,
recfem_l,0,0,0,0,
sart_l,0,0,0,0,
semimem_l,0,0,0,0,
semiten_l,0,0,0,0,
soleus_l,0,0,0,0,
tfl_l,0,0,0,0,
tibant_l,0,0.0159515,0.076796,0,
tibpost_l,0.00051242,0,0,0.249849,
vasint_l,0,0,0,0,
vaslat_l,0,0,0,0,
vasmed_l,0,0,0,0,
