,body,name,location
0,femur_l,addbrev_l-P2,[-0.00082103248224487 -0.10492999963941188 -0.00953182181423759]
1,femur_l,addlong_l-P2,[ 0.00643198415816366 -0.21690273178180625  0.00051657164522299]
2,femur_l,addmagDist_l-P2,[ 0.00640750844215542 -0.23819998195935502 -0.00497585975587652]
3,femur_l,addmagIsch_l-P2,[ 0.00179907048104275 -0.3483324276346588   0.03839433979372753]
4,femur_l,addmagMid_l-P2,[ 0.00187935132664805 -0.14541847484198017 -0.01145712895125872]
5,femur_l,addmagProx_l-P2,[-0.01000799639087197 -0.06824562804263501 -0.02418754723472435]
6,femur_l,bfsh_l-P1,[ 0.00196547735137066 -0.18991270104918503 -0.006343409944585  ]
7,femur_l,gaslat_l-P1,[-0.00026344096990501 -0.3416947384172257  -0.01756522943619308]
8,femur_l,gasmed_l-P1,[ 0.00284500976680353 -0.34600172752813696  0.02737675665691383]
9,femur_l,glmax1_l-P3,[-0.03123807809651767 -0.02351470113377957 -0.03604386587122994]
10,femur_l,glmax1_l-P4,[-0.01730583582317002 -0.04711971231450457 -0.0456268505728643 ]
11,femur_l,glmax2_l-P3,[-0.03385964764357678 -0.04593978723552974 -0.02699348728602277]
12,femur_l,glmax2_l-P4,[-0.00989114421588608 -0.08827232887948502 -0.03118121241214982]
13,femur_l,glmax3_l-P3,[-0.0240430911927232  -0.09591857779481137 -0.00022223254728609]
14,femur_l,glmax3_l-P4,[-0.00337206057017272 -0.1257055298428348  -0.02544758702919837]
15,femur_l,glmed1_l-P2,[-0.00951399119402631 -0.00865278473624983 -0.06046669991053827]
16,femur_l,glmed2_l-P2,[-0.01259041437320125 -0.0028831637161164  -0.0593887727708044 ]
17,femur_l,glmed3_l-P2,[-0.01650647798176721 -0.00123260006739275 -0.05969422937438558]
18,femur_l,glmin1_l-P2,[ 0.00156681453951334 -0.00937850793594052 -0.05815497146810727]
19,femur_l,glmin2_l-P2,[-0.00023826556335674 -0.00907163991204243 -0.05865383508219151]
20,femur_l,glmin3_l-P2,[-0.00319991146779162 -0.00670226368202498 -0.05877481702193455]
21,femur_l,iliacus_l-P3,[-0.00119952266887587 -0.05018063776597484 -0.00659456417063612]
22,femur_l,iliacus_l-P4,[-0.00861344401472668 -0.05520479271393046 -0.01335786821949389]
23,femur_l,piri_l-P3,[-0.00534713191177998 -0.00218001960287486 -0.04826482518119479]
24,femur_l,psoas_l-P3,[-0.01081238424727383 -0.03981208833345639 -0.00099460099164709]
25,femur_l,psoas_l-P4,[-0.0186288509495147  -0.04348112516256827 -0.00664354690608372]
26,femur_l,sart_l-P2,[-0.00664188698230757 -0.320023718031393    0.04918858591783196]
27,femur_l,tfl_l-P2,[ 0.02938388827753639 -0.09377997373761982 -0.04107397711963654]
28,femur_l,tfl_l-P3,[ 0.00835272493842264 -0.363445588304662   -0.03071319818979607]
29,femur_l,vasint_l-P1,[ 0.02398424151946158 -0.17680248730882422 -0.00946532945895181]
30,femur_l,vasint_l-P2,[ 0.02740347142536549 -0.19207846864455935 -0.00698703583194973]
31,femur_l,vaslat_l-P1,[ 0.00355459204763321 -0.16653941804701197 -0.01710893690112693]
32,femur_l,vaslat_l-P2,[ 0.0215388774381     -0.23757985540338786 -0.02453607243862432]
33,femur_l,vasmed_l-P1,[ 0.00953402020326197 -0.19029143147196792 -0.0001556671987758 ]
34,femur_l,vasmed_l-P2,[ 0.02684148462308861 -0.2556914487887931   0.01604087098084597]
