mtu,synergy1,synergy2,synergy3,synergy4,
addbrev_r,0.185475,0.219152,0.11779,0.354858,
addlong_r,0.185475,0.219152,0.11779,0.354858,
addmagDist_r,0.185475,0.219152,0.11779,0.354858,
addmagIsch_r,0.185475,0.219152,0.11779,0.354858,
addmagMid_r,0.185475,0.219152,0.11779,0.354858,
addmagProx_r,0.185475,0.219152,0.11779,0.354858,
bflh_r,0.020765,0.0841708,0.112975,0.00083547,
bfsh_r,0.0207653,0.084171,0.112976,0.000834104,
edl_r,0.0211652,0.0432411,0.022456,0.044498,
ehl_r,0.0466852,0.0303425,0.00632199,0.0205213,
fdl_r,0.0228602,0.0486368,0.0474428,0.00534577,
fhl_r,0.0187064,0.00326658,0.0439786,0.0236459,
gaslat_r,9.61923e-32,2.45861e-19,0.0986266,0.0326,
gasmed_r,2.72334e-32,2.42932e-19,0.0986266,0.0326,
glmax1_r,0.000679138,0.145532,0.000356988,0.024313,
glmax2_r,0.000663699,0.14552,0.000394452,0.0243045,
glmax3_r,0.000648613,0.145511,0.000426808,0.0242979,
glmed1_r,0.000683743,0.145536,0.000344962,0.0243159,
glmed2_r,0.000714285,0.145569,0.000254959,0.0243397,
glmed3_r,0.000694063,0.145546,0.000316543,0.0243231,
glmin1_r,0.000707673,0.145561,0.000275968,0.0243339,
glmin2_r,0.000660936,0.145518,0.00040069,0.0243031,
glmin3_r,0.000640868,0.145508,0.000441798,0.0242953,
grac_r,0.185475,0.219152,0.11779,0.354858,
iliacus_r,0.0347766,0.0921719,0.104685,0.0001803,
perbrev_r,0.000308684,0.0108535,0.0367374,0.0479377,
perlong_r,0.0412099,0.0440883,0.0245154,0.0196449,
piri_r,0.00514497,0.00767196,1.11014e-06,0.0218219,
psoas_r,0.0347766,0.0921719,0.104685,0.000180333,
recfem_r,0.0347765,0.0921719,0.104685,0.000180569,
sart_r,0.0347765,0.0921719,0.104685,0.000180468,
semimem_r,0.0207644,0.0841705,0.112975,0.000837696,
semiten_r,0.0207652,0.0841709,0.112976,0.000834759,
soleus_r,3.32547e-31,2.51957e-19,0.0986266,0.0326,
tfl_r,0.0347765,0.0921719,0.104685,0.000180426,
tibant_r,0.0446233,0.00592589,0.0402942,0.0456933,
tibpost_r,0.038475,0.036556,0.0318579,0.0402859,
vasint_r,0.351488,0.156298,0.184342,0.00137689,
vaslat_r,0.351422,0.156253,0.184284,0.00166708,
vasmed_r,0.351406,0.156241,0.184269,0.00174014,
addbrev_l,0,0,0,0,
addlong_l,0,0,0,0,
addmagDist_l,0,0,0,0,
addmagIsch_l,0,0,0,0,
addmagMid_l,0,0,0,0,
addmagProx_l,0,0,0,0,
bflh_l,0,0,0,0,
bfsh_l,0,0,0,0,
edl_l,0.00456743,0.00643929,0.00956204,0.0353695,
ehl_l,0.0160585,0.0188245,0.0161292,0.0135761,
fdl_l,0.0340513,0.0395831,0.0231574,0.0315418,
fhl_l,0.0111913,0.0146926,0.040622,0.0335726,
gaslat_l,0,0,0,0,
gasmed_l,0,0,0,0,
glmax1_l,0,0,0,0,
glmax2_l,0,0,0,0,
glmax3_l,0,0,0,0,
glmed1_l,0,0,0,0,
glmed2_l,0,0,0,0,
glmed3_l,0,0,0,0,
glmin1_l,0,0,0,0,
glmin2_l,0,0,0,0,
glmin3_l,0,0,0,0,
grac_l,0,0,0,0,
iliacus_l,0,0,0,0,
perbrev_l,0.0191885,0.0325411,0.00509449,0.00568338,
perlong_l,0.0445632,0.00352329,0.0321608,0.0241523,
piri_l,0.0164025,0.0417049,0.0476161,0.0233661,
psoas_l,0,0,0,0,
recfem_l,0,0,0,0,
sart_l,0,0,0,0,
semimem_l,0,0,0,0,
semiten_l,0,0,0,0,
soleus_l,0,0,0,0,
tfl_l,0,0,0,0,
tibant_l,0.0379747,0.00782241,0.0478204,0.0221746,
tibpost_l,0.000411719,0.0303712,0.0205172,0.0227157,
vasint_l,0,0,0,0,
vaslat_l,0,0,0,0,
vasmed_l,0,0,0,0,
