mtu,synergy1,synergy2,synergy3,synergy4,
addbrev_r,0.318984,0.141833,0.194357,0.188982,
addlong_r,0.318984,0.141833,0.194357,0.188982,
addmagDist_r,0.318984,0.141833,0.194357,0.188982,
addmagIsch_r,0.318984,0.141833,0.194357,0.188982,
addmagMid_r,0.318984,0.141833,0.194357,0.188982,
addmagProx_r,0.318984,0.141833,0.194357,0.188982,
bflh_r,0.0333549,0.0829881,0.142575,0.0712242,
bfsh_r,0.0333549,0.0829881,0.142575,0.0712242,
edl_r,0.0501918,0.0362849,0.0155616,0.0571806,
ehl_r,0.0461353,0.0443182,0.0250421,0.0196183,
fdl_r,0.000505623,0.0157525,0.0220413,0.0429019,
fhl_r,0.0538916,0.0373169,0.0400463,0.0461705,
gaslat_r,0.0916133,0.0378709,6.16571e-44,6.91319e-26,
gasmed_r,0.0916133,0.0378709,5.74532e-44,4.04746e-26,
glmax1_r,0.0441161,0.0195375,0.138669,0.00650935,
glmax2_r,0.0441161,0.0195375,0.138669,0.00650936,
glmax3_r,0.0441161,0.0195375,0.138669,0.00650936,
glmed1_r,0.0441161,0.0195375,0.138669,0.00650936,
glmed2_r,0.0441161,0.0195375,0.138669,0.00650936,
glmed3_r,0.0441161,0.0195375,0.138669,0.00650936,
glmin1_r,0.0441161,0.0195375,0.138669,0.00650936,
glmin2_r,0.0441161,0.0195375,0.138669,0.00650936,
glmin3_r,0.0441161,0.0195375,0.138669,0.00650936,
grac_r,0.318984,0.141833,0.194357,0.188982,
iliacus_r,0.0181948,6.9559e-06,0.00595431,0.418301,
perbrev_r,0.00451002,0.0395105,0.0124748,0.0326216,
perlong_r,0.0309286,0.0455245,0.0169721,0.0486574,
piri_r,0.0318391,0.0381598,0.0128457,0.0142187,
psoas_r,0.0181915,1.75648e-05,0.00594896,0.418299,
recfem_r,0.0181927,1.35933e-05,0.00595096,0.4183,
sart_r,0.0181942,8.82486e-06,0.00595338,0.418301,
semimem_r,0.0333549,0.0829881,0.142575,0.0712242,
semiten_r,0.0333549,0.0829881,0.142575,0.0712242,
soleus_r,0.0916133,0.0378709,5.1848e-44,6.59624e-26,
tfl_r,0.0181923,1.51381e-05,0.00595017,0.4183,
tibant_r,0.0607915,0.00341136,0.0452881,0.0108094,
tibpost_r,0.0325399,0.00749514,0.0155376,0.0245477,
vasint_r,0.0124645,0.584665,0.192122,0.341422,
vaslat_r,0.0124645,0.584665,0.192122,0.341422,
vasmed_r,0.0124645,0.584665,0.192122,0.341422,
addbrev_l,0,0,0,0,
addlong_l,0,0,0,0,
addmagDist_l,0,0,0,0,
addmagIsch_l,0,0,0,0,
addmagMid_l,0,0,0,0,
addmagProx_l,0,0,0,0,
bflh_l,0,0,0,0,
bfsh_l,0,0,0,0,
edl_l,0.0205093,0.03656,0.0395886,0.0413258,
ehl_l,0.0461182,0.00318242,0.0256053,0.0206339,
fdl_l,0.0388868,0.0221471,0.027262,0.00348915,
fhl_l,0.0235588,0.00215975,0.0274719,0.0336037,
gaslat_l,0,0,0,0,
gasmed_l,0,0,0,0,
glmax1_l,0,0,0,0,
glmax2_l,0,0,0,0,
glmax3_l,0,0,0,0,
glmed1_l,0,0,0,0,
glmed2_l,0,0,0,0,
glmed3_l,0,0,0,0,
glmin1_l,0,0,0,0,
glmin2_l,0,0,0,0,
glmin3_l,0,0,0,0,
grac_l,0,0,0,0,
iliacus_l,0,0,0,0,
perbrev_l,0.0161529,0.0556664,0.00809508,0.0186966,
perlong_l,0.0270832,0.0382662,0.0439348,0.0211454,
piri_l,0.0283857,0.0567086,0.0438333,0.052087,
psoas_l,0,0,0,0,
recfem_l,0,0,0,0,
sart_l,0,0,0,0,
semimem_l,0,0,0,0,
semiten_l,0,0,0,0,
soleus_l,0,0,0,0,
tfl_l,0,0,0,0,
tibant_l,0.0186019,0.026454,0.0233898,0.0306111,
tibpost_l,0.0322906,0.0595658,0.01704,0.00477564,
vasint_l,0,0,0,0,
vaslat_l,0,0,0,0,
vasmed_l,0,0,0,0,
