name,r,a,s
knee_l_med,-89.60002172621488,24.71376719485381,315.86077532947604
knee_l_lat,-167.0383179383809,-13.240381597474146,320.5039095927087
femur_l_center,-95.57922440361259,-22.071984960762094,707.2614399207389
patella_l_in_femur_l,-147.04789273060268,47.29276816280002,301.23874610985587
knee_l_center_in_femur_l,-127.00267927333708,6.394820117632791,318.1113801038509
gr_troch_as_l,-147.43596861139946,-39.20681707913837,696.455884943306
gr_troch_lat_l,-153.95454838800637,-60.00235688246588,687.1481640828795
femur_l_midshaft_anter,-133.9907744093887,9.072951268829414,511.6346749407179
femur_l_midshaft_poster,-127.82471256081948,-11.729945533751085,513.5445672195259
ls_troch_l,-96.9764151329032,-43.148723216479645,656.0306932135871
femur_l_poster_diaph_25,-129.7123515226958,-40.65983145972048,613.9044447005166
femur_l_poster_diaph_75,-130.17534787675913,0.7793990655309105,413.99383637063346
femur_l_anter_diaph_25,-134.27320324336972,-14.341054188832432,610.3608951071268
gr_troch_ps_l,-128.97365648006812,-62.62813283290718,710.4162409627639
femur_l_anter_diaph_75,-137.2094631683066,23.239509071655664,411.4788654554778
