name,r,a,s
knee_r_med,94.2123674651579,14.964742713037513,322.9935312259398
knee_r_lat,173.9228405977618,-18.886995327582326,319.0458271799119
femur_r_center,88.16658862586014,-20.775092756959616,712.8364025698821
patella_r_in_femur_r,152.2346028146289,41.716397639384425,302.4354260484437
knee_r_center_in_femur_r,132.70972716966423,-1.3689399319050843,321.09495418647344
gr_troch_as_r,140.68985610860793,-35.53919509696112,698.9646562899526
gr_troch_lat_r,149.25073981380683,-57.32160414721218,688.5781197902464
femur_r_midshaft_anter,132.2069714062536,7.051154490860728,514.7996725883615
femur_r_midshaft_poster,127.31932305986524,-13.535841444108476,516.9744970255322
ls_troch_r,92.36973816132628,-43.78524157344261,660.9023893264871
femur_r_poster_diaph_25,126.90022707022877,-42.64019723146249,617.3841225619352
femur_r_poster_diaph_75,130.80078771020334,-3.828573672221862,415.466825883806
femur_r_anter_diaph_25,124.94374869041083,-14.006483416236591,613.9500406084347
gr_troch_ps_r,123.85798988877389,-60.60207184853278,713.4898890446367
femur_r_anter_diaph_75,136.58602823998663,19.80452881850319,412.43191565348525
