,body,name,location
0,femur_r,GasLat_at_condyles_r,[ 0.0036708101287248 -0.3780826682078648 -0.002387960267575 ]
1,femur_r,GasMed_at_condyles_r,[ 0.0036708101287248 -0.3780826682078648 -0.002387960267575 ]
2,femur_r,KnExt_at_fem_r,[-0.00316565296038217 -0.37070375306038444 -0.00002034806488513]
3,femur_r,KnExtVL_at_fem_r,[-0.00512876676284499 -0.3702984652071606   0.00022328385451014]
4,femur_r,AB_at_femshaft_r,[ 0.01209058776378662 -0.10606466156597955  0.00584184562718876]
5,femur_r,AL_at_femshaft_r,[ 0.02444070940530185 -0.2197215630926515  -0.00512200566701769]
6,femur_r,AMprox_at_femshaft_r,[ 0.00531066042839306 -0.06928617030274906  0.01422862460051064]
7,femur_r,AMmid_at_femshaft_r,[ 0.01842014386234145 -0.15122381681665392 -0.00015343642316015]
8,femur_r,AMdist_at_femshaft_r,[ 0.02465903896450162 -0.2474712164962173  -0.00942828349121753]
9,femur_r,AMisch_at_condyles_r,[-0.02363186860049116 -0.34322788344638644 -0.0049556484502067 ]
10,femur_r,PECT_at_femshaft_r,[ 0.00616956044618322 -0.08034101997985248  0.01772952732248442]
11,femur_r,Flex_at_femhead_r,[-0.00265201563865854 -0.00068066765426039  0.01179596002901365]
12,femur_r,FleAbd_at_femhead_r,[-0.00265201563865854 -0.00068066765426039  0.01179596002901365]
